Return_ID,Order_ID,SKU_ID,Return_Date,Return_Reason,Refund_Amount,Return_Status
RET201996,ORD1063317,SKU00330,11-04-2025,Missing Item,192.37,Approved
RET201997,ORD1000989,SKU-80933,07-02-2025,Quality Issue,170.32,Approved
RET201998,ORD1029269,SKU00980,25-01-2025,Missing Item,643.27,Approved
RET201999,ORD1067868,SKU00024,13-01-2025,Missing Item,438.78,Approved
RET202000,ORD1061887,SKU00614,28-01-2025,Damaged,243.72,Approved
RET202001,ORD1025886,SKU00617,25-02-2025,Late Delivery,191.42,Approved
RET202002,ORD1034268,SKU01183,04-01-2025,Wrong Item,159.42,Approved
RET202003,ORD1042181,SKU00152,11-04-2025,Damaged,491.83,Approved
RET202004,ORD1065445,SKU00468,06-07-2025,Changed Mind,944.16,Approved
RET202005,ORD1010652,SKU01009,04-03-2025,Missing Item,148.59,Approved
RET202006,ORD1032088,SKU00066,08-05-2025,Quality Issue,87.25,Approved
RET202007,ORD1077124,SKU00485,08-05-2025,Quality Issue,281.71,Approved
RET202008,ORD1034764,SKU01037,05-06-2025,Quality Issue,95.08,Approved
RET202009,ORD1060957,SKU00941,15-01-2025,Quality Issue,138.41,Approved
RET202010,ORD1023513,SKU00793,03-04-2025,Wrong Item,1099.39,Approved
RET202011,ORD1066116,SKU00382,29-05-2025,Quality Issue,894.31,Approved
RET202012,ORD1027165,SKU01133,12-03-2025,Late Delivery,168.57,Approved
RET202013,ORD1076859,SKU00520,11-05-2025,Late Delivery,402.7,Approved
RET202014,ORD1033696,SKU00814,15-04-2025,Damaged,330.7,Approved
RET202015,ORD1040941,SKU00315,13-04-2025,Wrong Item,314.26,Approved
RET202016,ORD1056883,SKU00359,15-03-2025,Late Delivery,236.81,Approved
RET202017,ORD1034724,SKU00679,16-01-2025,Quality Issue,199.32,Approved
RET202018,ORD1078201,SKU01198,03-05-2025,Quality Issue,121.04,Approved
RET202019,ORD1079772,SKU00013,10-04-2025,Damaged,173.12,Approved
RET202020,ORD1057855,SKU00115,05-06-2025,Wrong Item,294.82,Rejected
RET202021,ORD1066421,SKU00724,02-06-2025,Damaged,67.29,Approved
RET202022,ORD1052933,SKU01102,07-03-2025,Wrong Item,317.32,Rejected
RET202023,ORD1041786,SKU-02642,05-02-2025,Changed Mind,23.72,Approved
RET202024,ORD1070676,SKU00865,09-03-2025,Late Delivery,2642.39,Approved
RET202025,ORD1000958,SKU00987,28-06-2025,Late Delivery,191.31,Approved
RET202026,ORD1037080,SKU00387,14-04-2025,Damaged,430.84,Approved
RET202027,ORD1063360,SKU00763,29-04-2025,Late Delivery,389.12,Approved
RET202028,ORD1043901,SKU00803,01-04-2025,Late Delivery,432.9,Approved
RET202029,ORD1047641,SKU01022,11-07-2025,Missing Item,721.35,Approved
RET202030,ORD1062461,SKU00544,15-01-2025,Changed Mind,908.76,Approved
RET202031,ORD1002006,SKU00473,16-02-2025,Missing Item,232.92,Rejected
RET202032,ORD1028374,SKU01099,06-03-2025,Missing Item,263.77,Rejected
RET202033,ORD1034048,SKU00866,19-04-2025,Quality Issue,356.87,Approved
RET202034,ORD1026821,SKU00071,06-02-2025,Damaged,317.44,Approved
RET202035,ORD1039145,SKU00429,09-03-2025,Late Delivery,90.8,Approved
RET202036,ORD1050279,SKU00222,19-01-2025,Changed Mind,636.63,Approved
RET202037,ORD1065233,SKU00357,26-03-2025,Late Delivery,366.46,Approved
RET202038,ORD1016131,SKU00352,15-05-2025,Changed Mind,101.02,Approved
RET202039,ORD1076647,SKU00437,14-04-2025,Damaged,636.19,Approved
RET202040,ORD1065162,SKU00360,05-06-2025,Quality Issue,967.62,Approved
RET202041,ORD1050441,SKU00033,23-01-2025,Wrong Item,96.2,Approved
RET202042,ORD1047279,SKU00508,08-07-2025,Damaged,1062.1,Rejected
RET202043,ORD1040713,SKU00393,23-02-2025,Quality Issue,70.97,Approved
RET202044,ORD1032313,SKU00163,23-02-2025,Damaged,479.22,Rejected
RET202045,ORD1000648,SKU00322,23-01-2025,Wrong Item,1489.39,Approved
RET202046,ORD1055875,SKU00765,30-03-2025,Quality Issue,535.77,Approved
RET202047,ORD1053932,SKU00523,20-01-2025,Late Delivery,716.33,Approved
RET202048,ORD1036151,SKU01023,24-05-2025,Quality Issue,609.75,Rejected
RET202049,ORD1037301,SKU00225,27-06-2025,Changed Mind,677.53,Approved
RET202050,ORD1061179,SKU00496,30-01-2025,Damaged,540.23,Approved
RET202051,ORD1066459,SKU00562,17-03-2025,Damaged,400.3,Approved
RET202052,ORD1006507,SKU00804,01-05-2025,Wrong Item,42.89,Approved
RET202053,ORD1034453,SKU00571,27-05-2025,Changed Mind,167.59,Approved
RET202054,ORD1059920,SKU00015,17-04-2025,Late Delivery,250.39,Approved
RET202055,ORD1065434,SKU00281,12-05-2025,Damaged,220.7,Approved
RET202056,ORD1033760,SKU-25185,03-06-2025,Wrong Item,205.32,Rejected
RET202057,ORD1003928,SKU00836,24-03-2025,Quality Issue,299.58,Approved
RET202058,ORD1070774,SKU01117,09-03-2025,Changed Mind,204.96,Approved
RET202059,ORD1050183,SKU01135,02-03-2025,Damaged,129.86,Approved
RET202060,ORD1009240,SKU00858,05-06-2025,Wrong Item,119.04,Approved
RET202061,ORD1047394,SKU00017,31-03-2025,Quality Issue,306.63,Approved
RET202062,ORD1070179,SKU00009,14-06-2025,Changed Mind,720.24,Approved
RET202063,ORD1029907,SKU01102,17-01-2025,Wrong Item,355.84,Approved
RET202064,ORD1055452,SKU00421,10-04-2025,Damaged,261.86,Approved
RET202065,ORD1029403,SKU00173,03-05-2025,Late Delivery,38.54,Approved
RET202066,ORD1072896,SKU00787,12-01-2025,Late Delivery,248.9,Approved
RET202067,ORD1005047,SKU00229,28-06-2025,Wrong Item,753.85,Approved
RET202068,ORD1036494,SKU00608,21-05-2025,Missing Item,144.66,Approved
RET202069,ORD1032835,SKU00205,06-02-2025,Quality Issue,220.6,Approved
RET202070,ORD1018629,SKU00168,08-04-2025,Wrong Item,302.09,Approved
RET202071,ORD1024301,SKU00665,16-04-2025,Damaged,138.48,Approved
RET202072,ORD1006038,SKU00336,08-06-2025,Quality Issue,270.46,Approved
RET202073,ORD1058330,SKU00312,23-03-2025,Missing Item,1041.43,Approved
RET202074,ORD1003526,SKU00672,20-05-2025,Missing Item,352.55,Approved
RET202075,ORD1052813,SKU00848,14-05-2025,Quality Issue,616.29,Approved
RET202076,ORD1016996,SKU00231,04-06-2025,Missing Item,117.97,Approved
RET202077,ORD1018573,SKU00302,25-03-2025,Wrong Item,75.43,Rejected
RET202078,ORD1057848,SKU00655,19-05-2025,Missing Item,313.81,Approved
RET202079,ORD1014275,SKU00931,16-02-2025,Damaged,282.11,Rejected
RET202080,ORD1060535,SKU01079,03-03-2025,Missing Item,565.34,Approved
RET202081,ORD1033512,SKU00141,29-06-2025,Damaged,275.6,Approved
RET202082,ORD1019983,SKU00608,14-05-2025,Quality Issue,40.94,Approved
RET202083,ORD1040674,SKU00704,14-03-2025,Wrong Item,26.11,Approved
RET202084,ORD1030314,SKU00200,15-01-2025,Damaged,173,Approved
RET202085,ORD1072638,SKU00214,06-04-2025,Damaged,95.25,Approved
RET202086,ORD1042940,SKU00452,22-06-2025,Damaged,247.16,Approved
RET202087,ORD1021470,SKU01071,12-01-2025,Quality Issue,323.04,Approved
RET202088,ORD1018569,SKU00171,11-03-2025,Damaged,511.76,Approved
RET202089,ORD1072661,SKU00705,14-05-2025,Changed Mind,166.13,Approved
RET202090,ORD1006065,SKU00900,20-04-2025,Late Delivery,52.72,Approved
RET202091,ORD1070728,SKU00458,25-03-2025,Late Delivery,197.67,Approved
RET202092,ORD1016841,SKU00834,02-03-2025,Quality Issue,106.05,Approved
RET202093,ORD1030713,SKU01168,12-03-2025,Late Delivery,125.4,Approved
RET202094,ORD1044030,SKU00754,28-02-2025,Damaged,636.41,Approved
RET202095,ORD1028444,SKU00834,01-06-2025,Late Delivery,34.18,Approved
RET202096,ORD1017010,SKU00170,16-06-2025,Missing Item,344.5,Rejected
RET202097,ORD1074239,SKU01140,09-02-2025,Late Delivery,285.37,Approved
RET202098,ORD1057445,SKU00687,12-02-2025,Quality Issue,253.77,Approved
RET202099,ORD1046875,SKU00803,20-03-2025,Missing Item,535.83,Approved
RET202100,ORD1011773,SKU01133,03-03-2025,Wrong Item,96.05,Approved
RET202101,ORD1078175,SKU00016,06-02-2025,Quality Issue,66.01,Approved
RET202102,ORD1006651,SKU00048,25-03-2025,Damaged,376.44,Approved
RET202103,ORD1052834,SKU01020,02-04-2025,Wrong Item,71.15,Approved
RET202104,ORD1036906,SKU00161,14-06-2025,Quality Issue,242.02,Rejected
RET202105,ORD1043948,SKU00506,29-04-2025,Late Delivery,107.12,Approved
RET202106,ORD1018376,SKU00383,17-06-2025,Changed Mind,152.96,Approved
RET202107,ORD1018273,SKU01132,03-06-2025,Wrong Item,182.75,Approved
RET202108,ORD1067856,SKU00218,19-05-2025,Damaged,317.32,Approved
RET202109,ORD1065131,SKU00434,10-01-2025,Damaged,241.56,Rejected
RET202110,ORD1026781,SKU01155,22-06-2025,Wrong Item,580.11,Approved
RET202111,ORD1071194,SKU00092,26-05-2025,Quality Issue,405.24,Approved
RET202112,ORD1045794,SKU00420,14-04-2025,Wrong Item,403.18,Approved
RET202113,ORD1064917,SKU00210,24-04-2025,Quality Issue,56.77,Approved
RET202114,ORD1079524,SKU00705,16-05-2025,Quality Issue,423.97,Approved
RET202115,ORD1055812,SKU01125,13-06-2025,Quality Issue,75.81,Approved
RET202116,ORD1007267,SKU00368,03-07-2025,Late Delivery,620.1,Approved
RET202117,ORD1007193,SKU00741,25-01-2025,Damaged,544.43,Approved
RET202118,ORD1038590,SKU00701,25-01-2025,Missing Item,151.99,Approved
RET202119,ORD1066799,SKU00906,03-03-2025,Quality Issue,62.39,Approved
RET202120,ORD1054857,SKU00237,24-03-2025,Changed Mind,135.15,Approved
RET202121,ORD1018017,SKU00582,15-04-2025,Wrong Item,50.67,Approved
RET202122,ORD1000517,SKU00310,17-03-2025,Quality Issue,204.15,Approved
RET202123,ORD1031929,SKU00019,19-01-2025,Changed Mind,537.9,Approved
RET202124,ORD1017140,SKU00557,12-07-2025,Damaged,140.72,Approved
RET202125,ORD1072356,SKU01164,11-06-2025,Damaged,212.63,Rejected
RET202126,ORD1018146,SKU00233,27-03-2025,Quality Issue,96.39,Approved
RET202127,ORD1042724,SKU01043,06-02-2025,Late Delivery,572.67,Approved
RET202128,ORD1053929,SKU01047,18-04-2025,Late Delivery,44.32,Approved
RET202129,ORD1020577,SKU00671,02-04-2025,Changed Mind,117.08,Approved
RET202130,ORD1039119,SKU01119,06-04-2025,Late Delivery,261.44,Approved
RET202131,ORD1012527,SKU00674,05-06-2025,Missing Item,200.51,Approved
RET202132,ORD1061942,SKU00791,21-04-2025,Quality Issue,58.49,Approved
RET202133,ORD1020782,SKU00696,09-06-2025,Damaged,127.86,Approved
RET202134,ORD1012815,SKU00598,27-03-2025,Damaged,139.19,Approved
RET202135,ORD1075631,SKU00319,24-01-2025,Quality Issue,655.72,Approved
RET202136,ORD1017192,SKU00302,24-05-2025,Missing Item,181.63,Approved
RET202137,ORD1013505,SKU00317,05-05-2025,Damaged,338.78,Approved
RET202138,ORD1026369,SKU00748,13-05-2025,Changed Mind,236.22,Approved
RET202139,ORD1043139,SKU00769,29-05-2025,Changed Mind,274.65,Approved
RET202140,ORD1061108,SKU01053,24-04-2025,Changed Mind,513.39,Approved
RET202141,ORD1028450,SKU00283,21-03-2025,Quality Issue,83.79,Rejected
RET202142,ORD1074352,SKU00517,03-07-2025,Quality Issue,113.45,Approved
RET202143,ORD1020175,SKU00990,16-01-2025,Wrong Item,786.97,Approved
RET202144,ORD1071406,SKU01166,11-04-2025,Quality Issue,163.94,Approved
RET202145,ORD1053306,SKU00800,01-07-2025,Late Delivery,92.79,Approved
RET202146,ORD1063962,SKU00968,30-06-2025,Missing Item,125.84,Approved
RET202147,ORD1036903,SKU00814,07-07-2025,Quality Issue,1101.12,Approved
RET202148,ORD1058480,SKU01096,11-05-2025,Wrong Item,741.18,Rejected
RET202149,ORD1057211,SKU-82974,20-03-2025,Quality Issue,433.71,Approved
RET202150,ORD1018236,SKU00494,08-02-2025,Wrong Item,170.82,Rejected
RET202151,ORD1001296,SKU00689,09-05-2025,Wrong Item,191.7,Approved
RET202152,ORD1036601,SKU01148,12-06-2025,Late Delivery,388.63,Approved
RET202153,ORD1017012,SKU00944,17-02-2025,Quality Issue,405.34,Approved
RET202154,ORD1072879,SKU00993,09-04-2025,Missing Item,267.31,Approved
RET202155,ORD1012938,SKU00851,15-04-2025,Damaged,385.34,Approved
RET202156,ORD1004468,SKU00819,03-02-2025,Damaged,87.61,Approved
RET202157,ORD1006247,SKU00641,06-07-2025,Changed Mind,495.8,Approved
RET202158,ORD1073485,SKU00263,13-02-2025,Wrong Item,337.42,Approved
RET202159,ORD1033960,SKU00427,30-03-2025,Wrong Item,93.46,Approved
RET202160,ORD1058388,SKU00423,28-06-2025,Wrong Item,197.01,Approved
RET202161,ORD1043573,SKU00662,05-07-2025,Damaged,265.04,Approved
RET202162,ORD1003678,SKU00912,24-03-2025,Quality Issue,678.18,Approved
RET202163,ORD1030185,SKU00561,24-02-2025,Damaged,878.78,Approved
RET202164,ORD1071079,SKU00172,14-03-2025,Changed Mind,342.13,Approved
RET202165,ORD1042616,SKU00786,22-06-2025,Missing Item,249.07,Approved
RET202166,ORD1027388,SKU01010,04-07-2025,Damaged,199.78,Approved
RET202167,ORD1005114,SKU01024,14-03-2025,Damaged,429.19,Approved
RET202168,ORD1027327,SKU00830,10-03-2025,Damaged,105.27,Approved
RET202169,ORD1055381,SKU00882,10-04-2025,Wrong Item,196.65,Approved
RET202170,ORD1044173,SKU01168,23-05-2025,Late Delivery,817.26,Approved
RET202171,ORD1077699,SKU00374,11-07-2025,Wrong Item,128.57,Approved
RET202172,ORD1032453,SKU00861,03-05-2025,Wrong Item,657,Rejected
RET202173,ORD1006045,SKU00634,15-01-2025,Wrong Item,58.2,Approved
RET202174,ORD1026464,SKU00194,12-06-2025,Quality Issue,177.12,Approved
RET202175,ORD1009502,SKU00274,10-02-2025,Changed Mind,356.21,Approved
RET202176,ORD1042557,SKU00853,25-04-2025,Changed Mind,156.04,Approved
RET202177,ORD1014049,SKU00610,03-04-2025,Quality Issue,261.23,Approved
RET202178,ORD1015967,SKU00269,19-05-2025,Wrong Item,256.76,Approved
RET202179,ORD1034743,SKU01002,30-04-2025,Missing Item,296.98,Approved
RET202180,ORD1033710,SKU00031,07-07-2025,Damaged,211.78,Approved
RET202181,ORD1059163,SKU00160,10-03-2025,Damaged,198.85,Approved
RET202182,ORD1067832,SKU00800,02-07-2025,Wrong Item,26.91,Approved
RET202183,ORD1067303,SKU01043,25-06-2025,Damaged,749.52,Approved
RET202184,ORD1034529,SKU00791,08-07-2025,Wrong Item,53.77,Rejected
RET202185,ORD1005287,SKU00680,18-06-2025,Late Delivery,1427.52,Approved
RET202186,ORD1078401,SKU00172,10-04-2025,Damaged,180.36,Approved
RET202187,ORD1071437,SKU00467,13-01-2025,Late Delivery,1450.65,Approved
RET202188,ORD1000441,SKU01173,04-02-2025,Quality Issue,567.52,Approved
RET202189,ORD1020675,SKU00919,21-04-2025,Damaged,215.83,Approved
RET202190,ORD1054277,SKU00153,15-04-2025,Quality Issue,602.63,Approved
RET202191,ORD1053459,SKU00200,21-02-2025,Quality Issue,169.21,Approved
RET202192,ORD1016124,SKU00096,12-06-2025,Quality Issue,200.34,Approved
RET202193,ORD1070306,SKU00041,10-02-2025,Late Delivery,325.64,Approved
RET202194,ORD1005609,SKU00138,10-06-2025,Missing Item,200.67,Approved
RET202195,ORD1020209,SKU00873,15-06-2025,Missing Item,581.54,Approved
RET202196,ORD1035219,SKU00182,10-04-2025,Damaged,176.07,Approved
RET202197,ORD1056402,SKU00702,14-02-2025,Damaged,341.06,Approved
RET202198,ORD1035584,SKU00115,11-06-2025,Damaged,311.17,Approved
RET202199,ORD1001358,SKU00878,01-02-2025,Quality Issue,673.79,Approved
RET202200,ORD1062094,SKU00961,20-02-2025,Late Delivery,486.22,Approved
RET202201,ORD1048602,SKU01063,21-04-2025,Damaged,153.37,Approved
RET202202,ORD1025920,SKU00276,22-03-2025,Wrong Item,1168.78,Approved
RET202203,ORD1050163,SKU00882,17-05-2025,Quality Issue,380.89,Approved
RET202204,ORD1075478,SKU00044,21-02-2025,Changed Mind,508.66,Approved
RET202205,ORD1054902,SKU00684,08-02-2025,Late Delivery,87.29,Approved
RET202206,ORD1016857,SKU00078,12-03-2025,Quality Issue,305.21,Approved
RET202207,ORD1003766,SKU00185,23-05-2025,Late Delivery,93.61,Approved
RET202208,ORD1045883,SKU00665,03-05-2025,Damaged,123.72,Approved
RET202209,ORD1050216,SKU01022,22-06-2025,Wrong Item,240.06,Approved
RET202210,ORD1076723,SKU00338,07-07-2025,Quality Issue,297.39,Approved
RET202211,ORD1072707,SKU00634,23-03-2025,Changed Mind,70.67,Approved
RET202212,ORD1054293,SKU00107,14-02-2025,Damaged,1365.18,Approved
RET202213,ORD1017454,SKU00774,06-04-2025,Wrong Item,303.69,Approved
RET202214,ORD1022519,SKU00635,11-07-2025,Quality Issue,227.45,Approved
RET202215,ORD1048654,SKU00434,15-04-2025,Quality Issue,75.37,Approved
RET202216,ORD1074893,SKU00204,08-05-2025,Late Delivery,117.83,Approved
RET202217,ORD1040824,SKU01064,12-01-2025,Damaged,136.86,Approved
RET202218,ORD1026092,SKU00748,26-05-2025,Missing Item,142.27,Approved
RET202219,ORD1065354,SKU00709,10-02-2025,Wrong Item,631.77,Approved
RET202220,ORD1076580,SKU00993,05-05-2025,Late Delivery,123.83,Approved
RET202221,ORD1051707,SKU00719,23-03-2025,Quality Issue,197.09,Approved
RET202222,ORD1071906,SKU00639,25-04-2025,Quality Issue,627.93,Approved
RET202223,ORD1020944,SKU00474,17-04-2025,Quality Issue,106.4,Approved
RET202224,ORD1055662,SKU00640,06-07-2025,Changed Mind,30.86,Approved
RET202225,ORD1002947,SKU00894,28-06-2025,Damaged,208.15,Approved
RET202226,ORD1072756,SKU00456,24-06-2025,Wrong Item,507.46,Approved
RET202227,ORD1063339,SKU00638,31-05-2025,Quality Issue,92.19,Approved
RET202228,ORD1068593,SKU00461,10-06-2025,Late Delivery,830.99,Approved
RET202229,ORD1039625,SKU00126,23-03-2025,Late Delivery,237.09,Approved
RET202230,ORD1017391,SKU00125,18-04-2025,Late Delivery,83.29,Approved
RET202231,ORD1079341,SKU00860,24-02-2025,Damaged,480.05,Rejected
RET202232,ORD1031498,SKU00510,22-03-2025,Wrong Item,81.59,Approved
RET202233,ORD1018404,SKU00334,06-04-2025,Changed Mind,339.69,Approved
RET202234,ORD1028584,SKU00178,10-04-2025,Late Delivery,136.83,Approved
RET202235,ORD1026044,SKU01188,23-04-2025,Missing Item,109.19,Approved
RET202236,ORD1051557,SKU00856,10-04-2025,Changed Mind,514.01,Approved
RET202237,ORD1072948,SKU00285,03-04-2025,Quality Issue,192.72,Approved
RET202238,ORD1057039,SKU00336,23-01-2025,Missing Item,188.36,Approved
RET202239,ORD1018280,SKU01094,20-06-2025,Quality Issue,42.44,Approved
RET202240,ORD1057688,SKU00813,04-03-2025,Missing Item,312.95,Approved
RET202241,ORD1005664,SKU00878,20-06-2025,Missing Item,788.22,Approved
RET202242,ORD1069918,SKU00632,21-05-2025,Late Delivery,302.37,Approved
RET202243,ORD1033465,SKU00922,30-06-2025,Wrong Item,464.32,Approved
RET202244,ORD1055856,SKU00943,06-07-2025,Damaged,953.71,Approved
RET202245,ORD1003256,SKU01093,17-03-2025,Wrong Item,62.09,Approved
RET202246,ORD1024302,SKU01184,26-06-2025,Wrong Item,2497.61,Approved
RET202247,ORD1075892,SKU00408,06-02-2025,Quality Issue,451.48,Approved
RET202248,ORD1038928,SKU00917,10-04-2025,Quality Issue,1368.5,Approved
RET202249,ORD1052730,SKU00984,23-05-2025,Late Delivery,281.62,Approved
RET202250,ORD1046339,SKU01088,31-03-2025,Wrong Item,138.06,Approved
RET202251,ORD1022570,SKU01170,22-05-2025,Damaged,839.96,Approved
RET202252,ORD1033319,SKU00851,01-04-2025,Damaged,457.32,Approved
RET202253,ORD1023325,SKU00770,24-04-2025,Late Delivery,373.33,Approved
RET202254,ORD1025045,SKU00087,18-03-2025,Quality Issue,341.22,Approved
RET202255,ORD1052072,SKU00851,05-05-2025,Damaged,968.22,Approved
RET202256,ORD1069517,SKU00591,20-06-2025,Wrong Item,1299.41,Approved
RET202257,ORD1069988,SKU00024,08-04-2025,Unknown,343.37,Approved
RET202258,ORD1061605,SKU00890,02-07-2025,Wrong Item,273.74,Approved
RET202259,ORD1039589,SKU00580,13-01-2025,Quality Issue,992.72,Approved
RET202260,ORD1065322,SKU00907,11-01-2025,Quality Issue,429.77,Approved
RET202261,ORD1074262,SKU00093,21-01-2025,Quality Issue,106.56,Approved
RET202262,ORD1071984,SKU00068,03-04-2025,Missing Item,656.13,Rejected
RET202263,ORD1047148,SKU00540,07-04-2025,Missing Item,217.84,Approved
RET202264,ORD1077650,SKU00741,25-04-2025,Damaged,661.81,Approved
RET202265,ORD1004246,SKU00986,22-03-2025,Damaged,531.83,Approved
RET202266,ORD1071232,SKU01156,06-06-2025,Quality Issue,174.06,Approved
RET202267,ORD1060084,SKU01024,11-06-2025,Wrong Item,1068.06,Approved
RET202268,ORD1068766,SKU01118,11-06-2025,Damaged,704.36,Approved
RET202269,ORD1063648,SKU00435,11-06-2025,Quality Issue,110.78,Approved
RET202270,ORD1021214,SKU00541,23-02-2025,Changed Mind,113.43,Approved
RET202271,ORD1010804,SKU00481,23-04-2025,Quality Issue,300.83,Approved
RET202272,ORD1034457,SKU01165,04-03-2025,Late Delivery,583.46,Approved
RET202273,ORD1015527,SKU01001,21-03-2025,Changed Mind,156.7,Approved
RET202274,ORD1031940,SKU00557,17-05-2025,Late Delivery,204.46,Approved
RET202275,ORD1037866,SKU01035,21-03-2025,Late Delivery,674,Approved
RET202276,ORD1074419,SKU00136,09-04-2025,Changed Mind,277.18,Approved
RET202277,ORD1063338,SKU00615,15-06-2025,Damaged,739.42,Approved
RET202278,ORD1008535,SKU00292,06-06-2025,Missing Item,214.87,Approved
RET202279,ORD1051369,SKU00749,13-04-2025,Damaged,211.51,Approved
RET202280,ORD1060953,SKU00753,01-02-2025,Wrong Item,81.92,Approved
RET202281,ORD1029453,SKU00029,22-04-2025,Quality Issue,235.96,Approved
RET202282,ORD1057284,SKU00309,20-04-2025,Quality Issue,49.23,Approved
RET202283,ORD1078174,SKU00310,10-03-2025,Missing Item,1137.41,Approved
RET202284,ORD1005838,SKU00774,13-02-2025,Quality Issue,193.29,Approved
RET202285,ORD1041377,SKU00032,24-01-2025,Damaged,76.94,Approved
RET202286,ORD1063743,SKU00851,14-05-2025,Late Delivery,260.07,Approved
RET202287,ORD1030223,SKU00794,17-04-2025,Missing Item,215.73,Approved
RET202288,ORD1018919,SKU00560,24-01-2025,Damaged,1579.27,Approved
RET202289,ORD1015797,SKU01196,06-05-2025,Late Delivery,388.57,Approved
RET202290,ORD1077899,SKU00140,29-05-2025,Late Delivery,248.69,Approved
RET202291,ORD1070706,SKU00558,11-03-2025,Wrong Item,263.03,Approved
RET202292,ORD1009646,SKU00221,21-02-2025,Damaged,222.74,Approved
RET202293,ORD1051289,SKU00814,10-06-2025,Missing Item,1266.14,Approved
RET202294,ORD1006637,SKU00329,07-05-2025,Damaged,457.94,Approved
RET202295,ORD1074864,SKU01057,25-05-2025,Missing Item,452.37,Approved
RET202296,ORD1078772,SKU01120,09-05-2025,Late Delivery,46.06,Approved
RET202297,ORD1036922,SKU00562,21-06-2025,Changed Mind,266.45,Approved
RET202298,ORD1069829,SKU00715,03-02-2025,Quality Issue,64.25,Approved
RET202299,ORD1039036,SKU00864,09-02-2025,Missing Item,207.57,Approved
RET202300,ORD1029476,SKU00450,10-04-2025,Missing Item,620.24,Approved
RET202301,ORD1024229,SKU00441,27-04-2025,Wrong Item,213.51,Approved
RET202302,ORD1014478,SKU00447,05-04-2025,Damaged,562.8,Approved
RET202303,ORD1005018,SKU00971,16-04-2025,Damaged,160.91,Approved
RET202304,ORD1036605,SKU00912,15-02-2025,Missing Item,309.16,Approved
RET202305,ORD1049260,SKU01070,21-04-2025,Wrong Item,211.19,Approved
RET202306,ORD1051874,SKU00684,26-05-2025,Late Delivery,400.14,Approved
RET202307,ORD1007078,SKU00674,08-04-2025,Changed Mind,427.95,Rejected
RET202308,ORD1009854,SKU01147,27-02-2025,Missing Item,26.04,Approved
RET202309,ORD1023876,SKU00663,14-04-2025,Late Delivery,159.55,Approved
RET202310,ORD1072562,SKU00793,28-06-2025,Damaged,695.64,Approved
RET202311,ORD1034028,SKU00681,06-06-2025,Missing Item,844.29,Approved
RET202312,ORD1079560,SKU00053,24-03-2025,Quality Issue,243.56,Approved
RET202313,ORD1070697,SKU01113,10-04-2025,Damaged,55.64,Approved
RET202314,ORD1036308,SKU00807,13-04-2025,Quality Issue,179.83,Approved
RET202315,ORD1065333,SKU00058,06-04-2025,Wrong Item,808.28,Approved
RET202316,ORD1076346,SKU00491,25-05-2025,Damaged,432.62,Approved
RET202317,ORD1038142,SKU00660,08-04-2025,Quality Issue,236.53,Approved
RET202318,ORD1063739,SKU00396,14-05-2025,Damaged,606.78,Approved
RET202319,ORD1025600,SKU00448,27-02-2025,Late Delivery,174.66,Rejected
RET202320,ORD1076761,SKU01190,10-05-2025,Damaged,118.1,Approved
RET202321,ORD1063220,SKU00587,09-05-2025,Quality Issue,183.69,Approved
RET202322,ORD1002923,SKU-23011,06-03-2025,Unknown,416.1,Approved
RET202323,ORD1014123,SKU00616,03-06-2025,Changed Mind,47.97,Approved
RET202324,ORD1050428,SKU00249,06-03-2025,Quality Issue,822.27,Approved
RET202325,ORD1067971,SKU00919,16-02-2025,Changed Mind,496.12,Approved
RET202326,ORD1066100,SKU00418,15-03-2025,Wrong Item,1934.89,Approved
RET202327,ORD1004390,SKU00517,09-02-2025,Late Delivery,241.06,Rejected
RET202328,ORD1034128,SKU00786,12-01-2025,Late Delivery,1255.68,Approved
RET202329,ORD1022413,SKU00761,28-02-2025,Quality Issue,593.8,Approved
RET202330,ORD1071664,SKU00242,26-01-2025,Damaged,512.27,Approved
RET202331,ORD1064570,SKU00668,18-01-2025,Changed Mind,303.54,Approved
RET202332,ORD1052183,SKU00767,14-06-2025,Quality Issue,422.45,Approved
RET202333,ORD1035173,SKU00912,04-06-2025,Quality Issue,225.12,Approved
RET202334,ORD1037792,SKU00626,17-02-2025,Changed Mind,197.5,Approved
RET202335,ORD1035556,SKU01048,20-02-2025,Damaged,66.46,Approved
RET202336,ORD1066832,SKU00306,13-05-2025,Wrong Item,487.32,Approved
RET202337,ORD1038226,SKU00468,27-03-2025,Wrong Item,151.72,Approved
RET202338,ORD1050311,SKU00331,14-05-2025,Damaged,70.08,Approved
RET202339,ORD1011902,SKU01164,17-04-2025,Quality Issue,159.17,Approved
RET202340,ORD1031115,SKU00704,13-05-2025,Damaged,94.54,Approved
RET202341,ORD1063006,SKU00972,07-05-2025,Changed Mind,116.04,Approved
RET202342,ORD1040419,SKU00031,21-02-2025,Wrong Item,886.54,Approved
RET202343,ORD1051937,SKU00815,27-03-2025,Quality Issue,248.17,Approved
RET202344,ORD1039941,SKU00909,19-01-2025,Changed Mind,339.34,Approved
RET202345,ORD1075092,SKU01011,24-06-2025,Late Delivery,520.65,Approved
RET202346,ORD1056897,SKU00047,03-05-2025,Late Delivery,191.83,Approved
RET202347,ORD1026341,SKU00656,22-03-2025,Late Delivery,217.65,Approved
