PO_ID,Vendor_ID,SKU_ID,Store_ID,PO_Date,Expected_Delivery_Date,Actual_Delivery_Date,Supplied_Quantity,Procurement_Cost
PO315437,VEND0062,SKU00646,BEN-04,17-06-2025,25-06-2025,23-06-2025,57,30.63
PO315438,VEND0111,SKU00445,HYD-01,16-02-2025,24-02-2025,24-02-2025,65,43.55
PO315439,VEND0099,SKU00686,KOL-01,17-02-2025,20-02-2025,20-02-2025,69,236.37
PO315440,VEND0083,SKU00700,CHE-02,14-05-2025,18-05-2025,18-05-2025,59,59.21
PO315441,VEND0039,SKU00522,CHE-02,25-02-2025,02-03-2025,02-03-2025,55,122.86
PO315442,VEND0090,SKU00933,PUN-05,27-04-2025,01-05-2025,01-05-2025,63,19.26
PO315443,VEND0103,SKU00526,KOL-01,26-05-2025,02-06-2025,02-06-2025,60,59.53
PO315444,VEND0096,SKU00130,KOC-03,07-03-2025,11-03-2025,11-03-2025,54,56.32
PO315445,VEND0013,SKU-87581,KOL-02,16-05-2025,18-05-2025,18-05-2025,64,70.78
PO315446,VEND0108,SKU00744,KOL-01,06-01-2025,15-01-2025,15-01-2025,58,41.2
PO315447,VEND0031,SKU00912,KOC-04,15-01-2025,22-01-2025,22-01-2025,62,81.17
PO315448,VEND0055,SKU00777,BEN03 ,14-02-2025,21-02-2025,21-02-2025,61,70.88
PO315449,VEND0110,SKU01084,PUN-02,04-05-2025,08-05-2025,08-05-2025,61,281.11
PO315450,VEND0065,SKU00414,PUN-03,07-05-2025,11-05-2025,11-05-2025,63,58.07
PO315451,VEND0031,SKU00873,CHE-01,26-04-2025,04-05-2025,04-05-2025,53,100.06
PO315452,VEND0064,SKU01160,mum04,09-05-2025,13-05-2025,13-05-2025,65,114.62
PO315453,VEND0103,SKU01113,JAI5,25-01-2025,28-01-2025,28-01-2025,65,32.22
PO315454,VEND0090,SKU00131,hyd04,14-06-2025,20-06-2025,23-06-2025,57,95.34
PO315455,VEND0039,SKU00583,PUN-02,01-05-2025,04-05-2025,04-05-2025,61,169.64
PO315456,VEND0045,SKU00850,BEN-02,16-06-2025,25-06-2025,25-06-2025,59,78.41
PO315457,VEND0103,SKU00510,DEL-05,01-04-2025,04-04-2025,04-04-2025,57,52.41
PO315458,VEND0005,SKU00217,PUN-01,19-02-2025,23-02-2025,23-02-2025,58,91.31
PO315459,VEND0006,SKU00616,HYD-01,01-03-2025,03-03-2025,06-03-2025,62,48.44
PO315460,VEND0048,SKU00852,BEN-01,26-05-2025,04-06-2025,04-06-2025,56,28.14
PO315461,VEND0012,SKU01077,JAI-01,17-05-2025,26-05-2025,26-05-2025,58,48.93
PO315462,VEND0079,SKU00740,HYD-05,20-03-2025,26-03-2025,29-03-2025,46,32.75
PO315463,VEND0046,SKU00635,CHE-01,17-01-2025,24-01-2025,26-01-2025,80,112.79
PO315464,VEND0118,SKU01088,KOC-03,04-04-2025,11-04-2025,11-04-2025,50,24.85
PO315465,VEND0040,SKU00905,PUN-05,04-04-2025,13-04-2025,13-04-2025,63,17.41
PO315466,VEND0025,SKU00264,BEN-04,08-02-2025,11-02-2025,11-02-2025,56,88.57
PO315467,VEND0082,SKU00247,DEL-02,28-05-2025,06-06-2025,06-06-2025,65,284.26
PO315468,VEND0016,SKU00866,PUN-03,11-04-2025,13-04-2025,13-04-2025,50,94.44
PO315469,VEND0027,SKU00511,AHM-01,06-02-2025,11-02-2025,13-02-2025,49,79.62
PO315470,VEND0001,SKU00267,DEL-04,10-03-2025,16-03-2025,19-03-2025,62,160.08
PO315471,VEND0090,SKU00418,KOC-03,01-04-2025,07-04-2025,07-04-2025,59,191.15
PO315472,VEND0013,SKU00221,HYD-04,20-02-2025,28-02-2025,28-02-2025,48,77.65
PO315473,VEND0022,SKU00134,KOL-03,12-05-2025,20-05-2025,20-05-2025,55,88.06
PO315474,VEND0070,SKU00583,BEN-05,21-04-2025,25-04-2025,25-04-2025,49,166.97
PO315475,VEND0011,SKU01164,AHM-04,13-02-2025,22-02-2025,22-02-2025,51,79.86
PO315476,VEND0057,SKU01130,MUM-03,02-05-2025,10-05-2025,10-05-2025,65,27.87
PO315477,VEND0038,SKU00742,CHE-01,06-02-2025,11-02-2025,11-02-2025,71,113.36
PO315478,VEND0010,SKU00577,MUM-04,20-05-2025,27-05-2025,27-05-2025,53,131.52
PO315479,VEND0045,SKU01186,KOC-01,05-01-2025,09-01-2025,09-01-2025,66,185.1
PO315480,VEND0009,SKU00209,MUM-05,10-05-2025,17-05-2025,18-05-2025,64,77.43
PO315481,VEND0083,SKU00936,MUM-04,17-01-2025,22-01-2025,27-01-2025,65,31.47
PO315482,VEND0047,SKU00263,JAI-04,18-06-2025,24-06-2025,24-06-2025,68,54.17
PO315483,VEND0034,SKU00645,AHM-03,15-03-2025,22-03-2025,22-03-2025,67,121.56
PO315484,VEND0055,SKU00276,KOL-03,16-01-2025,25-01-2025,25-01-2025,73,120.64
PO315485,VEND0043,SKU01033,MUM-03,22-02-2025,28-02-2025,02-03-2025,67,272.25
PO315486,VEND0117,SKU-18587,CHE-03,19-02-2025,28-02-2025,28-02-2025,56,113.15
PO315487,VEND0063,SKU00466,CHE-04,27-01-2025,31-01-2025,31-01-2025,61,104.7
PO315488,VEND0036,SKU00542,BEN-03,26-05-2025,28-05-2025,28-05-2025,47,111.82
PO315489,VEND0011,SKU00283,PUN-04,27-03-2025,05-04-2025,07-04-2025,59,31.65
PO315490,VEND0065,SKU00166,KOC-04,05-04-2025,08-04-2025,08-04-2025,54,146.12
PO315491,VEND0038,SKU00966,JAI-03,15-01-2025,24-01-2025,24-01-2025,59,96.97
PO315492,VEND0102,SKU00675,CHE-03,31-01-2025,08-02-2025,02-08-2025,60,161.91
PO315493,VEND0099,SKU00296,AHM-05,12-02-2025,21-02-2025,22-02-2025,61,99.58
PO315494,VEND0118,SKU00510,CHE-03,02-06-2025,11-06-2025,11-06-2025,49,53.05
PO315495,VEND0097,SKU00215,KOL-01,29-06-2025,08-07-2025,08-07-2025,55,75.75
PO315496,VEND0055,SKU00134,KOC-04,27-03-2025,03-04-2025,03-04-2025,69,98.66
PO315497,VEND0033,SKU01185,KOC-03,17-01-2025,19-01-2025,19-01-2025,62,61.04
PO315498,VEND0013,SKU00615,DEL-04,18-02-2025,21-02-2025,21-02-2025,61,157.05
PO315499,VEND0081,SKU00640,PUN-04,27-03-2025,05-04-2025,05-04-2025,55,25.54
PO315500,VEND0072,SKU00807,JAI-04,13-06-2025,15-06-2025,15-06-2025,62,43.09
PO315501,VEND0008,SKU00339,DEL-03,04-01-2025,11-01-2025,11-01-2025,68,68.96
PO315502,VEND0032,SKU00052,MUM-04,27-03-2025,29-03-2025,29-03-2025,68,59.5
PO315503,VEND0101,SKU00885,DEL-01,15-01-2025,22-01-2025,25-01-2025,51,297.24
PO315504,VEND0053,SKU00084,KOL-04,22-03-2025,28-03-2025,28-03-2025,57,144.73
PO315505,VEND0071,SKU00230,CHE-03,25-04-2025,29-04-2025,29-04-2025,51,171.16
PO315506,VEND0042,SKU-47727,DEL-02,10-05-2025,14-05-2025,17-05-2025,55,20.49
PO315507,VEND0115,SKU00700,JAI-02,23-05-2025,31-05-2025,02-06-2025,69,66.28
PO315508,VEND0009,SKU00919,BEN-04,14-05-2025,16-05-2025,16-05-2025,56,64.37
PO315509,VEND0067,SKU01064,KOL-04,27-04-2025,29-04-2025,30-04-2025,61,126.67
PO315510,VEND0017,SKU00236,KOC-02,29-04-2025,02-05-2025,02-05-2025,55,11.74
PO315511,VEND0030,SKU01133,DEL-01,03-01-2025,06-01-2025,06-01-2025,55,44.34
PO315512,VEND0020,SKU00696,DEL-01,17-04-2025,19-04-2025,19-04-2025,64,91.22
PO315513,VEND0112,SKU00802,BEN-02,13-05-2025,16-05-2025,16-05-2025,54,74.61
PO315514,VEND0065,SKU00542,AHM-03,17-04-2025,21-04-2025,21-04-2025,70,114.53
PO315515,VEND0083,SKU01126,DEL-02,27-05-2025,30-05-2025,30-05-2025,55,104.25
PO315516,VEND0059,SKU00799,KOC-01,11-05-2025,13-05-2025,13-05-2025,74,65.7
PO315517,VEND0032,SKU00291,ahm03,14-02-2025,23-02-2025,23-02-2025,45,45.63
PO315518,VEND0075,SKU00533,MUM-05,12-02-2025,17-02-2025,17-02-2025,55,161.8
PO315519,VEND0095,SKU00528,PUN-02,04-02-2025,12-02-2025,12-02-2025,58,74.08
PO315520,VEND0050,SKU00109,PUN-01,25-05-2025,03-06-2025,03-06-2025,54,117.97
PO315521,VEND0078,SKU00111,MUM-02,04-03-2025,10-03-2025,10-03-2025,46,88.78
PO315522,VEND0073,SKU00779,KOL-02,14-02-2025,16-02-2025,17-02-2025,55,37.58
PO315523,VEND0094,SKU00732,AHM-04,09-05-2025,13-05-2025,13-05-2025,59,51.26
PO315524,VEND0038,SKU00773,KOC-02,15-06-2025,18-06-2025,18-06-2025,69,92.22
PO315525,VEND0110,SKU00068,HYD-04,12-01-2025,19-01-2025,19-01-2025,60,136.19
PO315526,VEND0037,SKU01094,BEN-02,16-02-2025,18-02-2025,19-02-2025,65,34.73
PO315527,VEND0013,SKU00150,KOL-03,27-06-2025,01-07-2025,06-07-2025,71,79.09
PO315528,VEND0013,SKU00625,JAI-01,07-01-2025,14-01-2025,14-01-2025,69,74.59
PO315529,VEND0098,SKU00351,HYD-01,10-02-2025,13-02-2025,14-02-2025,54,26.25
PO315530,VEND0105,SKU00829,HYD-05,08-06-2025,12-06-2025,12-06-2025,59,32.09
PO315531,VEND0096,SKU00827,JAI-03,25-06-2025,02-07-2025,02-07-2025,75,91.08
PO315532,VEND0077,SKU00202,KOL-01,15-02-2025,18-02-2025,18-02-2025,65,150.69
PO315533,VEND0051,SKU00423,MUM-02,01-02-2025,09-02-2025,09-02-2025,73,127.71
PO315534,VEND0007,SKU00093,BEN-03,04-03-2025,11-03-2025,11-03-2025,73,33.94
PO315535,VEND0029,SKU00474,AHM-02,03-04-2025,10-04-2025,11-04-2025,48,48.57
PO315536,VEND0012,SKU00397,BEN-04,04-02-2025,08-02-2025,08-02-2025,52,33.93
PO315537,VEND0009,SKU01167,MUM-04,02-01-2025,04-01-2025,04-01-2025,49,16.14
PO315538,VEND0048,SKU00939,JAI-05,11-03-2025,13-03-2025,13-03-2025,59,33.78
PO315539,VEND0066,SKU00591,MUM-03,03-04-2025,09-04-2025,09-04-2025,69,147.98
PO315540,VEND0105,SKU00762,HYD-02,02-05-2025,05-05-2025,05-05-2025,65,18.53
PO315541,VEND0072,SKU01126,HYD-01,06-03-2025,09-03-2025,11-03-2025,59,106.76
PO315542,VEND0017,SKU-65102,KOL-02,04-05-2025,08-05-2025,09-05-2025,48,135.75
PO315543,VEND0007,SKU00616,HYD-05,14-01-2025,21-01-2025,24-01-2025,62,49.76
PO315544,VEND0115,SKU00055,MUM-01,05-02-2025,11-02-2025,12-02-2025,63,27.8
PO315545,VEND0075,SKU00961,del03,16-03-2025,24-03-2025,24-03-2025,59,63.58
PO315546,VEND0101,SKU00470,KOL-02,26-06-2025,03-07-2025,03-07-2025,56,155.09
PO315547,VEND0062,SKU00102,PUN-03,22-03-2025,24-03-2025,24-03-2025,76,20.18
PO315548,VEND0089,SKU00578,KOC-05,15-04-2025,21-04-2025,23-04-2025,60,77.61
PO315549,VEND0019,SKU01061,CHE-02,02-02-2025,11-02-2025,11-02-2025,57,123.35
PO315550,VEND0039,SKU00111,JAI-02,20-06-2025,29-06-2025,29-06-2025,59,91.38
PO315551,VEND0038,SKU00179,AHM-01,09-06-2025,13-06-2025,13-06-2025,66,47.82
PO315552,VEND0083,SKU01011,PUN-03,02-03-2025,05-03-2025,05-03-2025,55,120.99
PO315553,VEND0038,SKU00615,KOC-03,18-01-2025,20-01-2025,20-01-2025,56,148.82
PO315554,VEND0003,SKU00660,AHM-05,16-03-2025,25-03-2025,25-03-2025,61,77.2
PO315555,VEND0050,SKU00540,pun01,03-05-2025,10-05-2025,11-05-2025,59,50.38
PO315556,VEND0031,SKU00873,DEL-05,01-01-2025,07-01-2025,11-05-2025,60,102.68
PO315557,VEND0108,SKU00510,KOC-05,13-03-2025,18-03-2025,21-03-2025,59,49.34
PO315558,VEND0057,SKU00911,BEN-01,05-01-2025,11-01-2025,11-01-2025,65,140.14
PO315559,VEND0048,SKU00904,MUM-03,17-05-2025,22-05-2025,23-05-2025,63,44.36
PO315560,VEND0028,SKU00174,HYD-03,30-01-2025,08-02-2025,08-02-2025,64,24.76
PO315561,VEND0083,SKU00668,MUM-04,17-06-2025,19-06-2025,19-06-2025,57,92.23
PO315562,VEND0032,SKU00123,CHE-04,11-02-2025,19-02-2025,20-02-2025,70,232
PO315563,VEND0088,SKU00691,KOL-04,06-04-2025,13-04-2025,13-04-2025,64,120.4
PO315564,VEND0044,SKU00416,AHM-03,02-02-2025,11-02-2025,12-02-2025,50,100.44
PO315565,VEND0100,SKU01200,del03,04-05-2025,09-05-2025,09-05-2025,71,54.62
PO315566,VEND0088,SKU00765,MUM-04,11-05-2025,19-05-2025,20-05-2025,63,128.99
PO315567,VEND0089,SKU00685,CHE-05,11-03-2025,15-03-2025,15-03-2025,71,128.3
PO315568,VEND0098,SKU00295,AHM-03,11-03-2025,16-03-2025,21-03-2025,61,117
PO315569,VEND0102,SKU00760,CHE-02,20-01-2025,16-03-2025,29-01-2025,52,56.35
PO315570,VEND0094,SKU00464,AHM-02,17-02-2025,26-02-2025,26-02-2025,55,183.29
PO315571,VEND0108,SKU00526,KOL-04,07-06-2025,09-06-2025,09-06-2025,63,59.24
PO315572,VEND0069,SKU00771,AHM-04,15-01-2025,22-01-2025,22-01-2025,75,187.43
PO315573,VEND0006,SKU00316,AHM-01,17-04-2025,20-04-2025,21-04-2025,70,81.6
PO315574,VEND0012,SKU00106,BEN-05,08-01-2025,16-01-2025,16-01-2025,58,47.08
PO315575,VEND0115,SKU00664,AHM-01,02-06-2025,09-06-2025,10-06-2025,60,82.54
PO315576,VEND0114,SKU00116,KOC-03,26-06-2025,28-06-2025,28-06-2025,54,32.27
PO315577,VEND0073,SKU-22803,DEL-05,03-06-2025,07-06-2025,07-06-2025,56,15.97
PO315578,VEND0119,SKU00461,DEL-02,22-01-2025,31-01-2025,31-01-2025,51,192.05
PO315579,VEND0044,SKU01142,DEL-02,11-05-2025,17-05-2025,17-05-2025,69,131.68
PO315580,VEND0053,SKU00365,PUN04 ,11-06-2025,14-06-2025,17-06-2025,61,30.11
PO315581,VEND0017,SKU00667,CHE-02,06-06-2025,13-06-2025,13-06-2025,66,101.11
PO315582,VEND0045,SKU00189,DEL-04,03-06-2025,12-06-2025,12-06-2025,59,71.26
PO315583,VEND0114,SKU00376,koc2 ,12-05-2025,20-05-2025,21-05-2025,53,72.56
PO315584,VEND0013,SKU00974,JAI-03,28-02-2025,05-03-2025,08-03-2025,65,104.5
PO315585,VEND0047,SKU01195,pun05,19-03-2025,28-03-2025,04-04-2025,63,61.26
PO315586,VEND0087,SKU00960,MUM-01,14-01-2025,16-01-2025,17-01-2025,68,30.06
PO315587,VEND0088,SKU00198,CHE-01,18-06-2025,24-06-2025,24-06-2025,64,85.07
PO315588,VEND0064,SKU00407,DEL-05,03-05-2025,07-05-2025,09-05-2025,57,42.91
PO315589,VEND0048,SKU00857,JAI-01,17-04-2025,20-04-2025,21-04-2025,48,63.26
PO315590,VEND0069,SKU01036,BEN-01,25-04-2025,04-05-2025,04-05-2025,56,68.4
PO315591,VEND0021,SKU01089,DEL-01,12-01-2025,14-01-2025,16-01-2025,55,65.48
PO315592,VEND0016,SKU00265,CHE-04,17-03-2025,19-03-2025,19-03-2025,56,150.79
PO315593,VEND0058,SKU00234,DEL-02,01-04-2025,04-04-2025,04-04-2025,57,48.4
PO315594,VEND0110,SKU00186,PUN-01,29-06-2025,08-07-2025,08-07-2025,45,93.7
PO315595,VEND0039,SKU00866,BEN-01,13-01-2025,17-01-2025,17-01-2025,61,96.07
PO315596,VEND0113,SKU00958,HYD-04,20-05-2025,22-05-2025,22-05-2025,61,185.48
PO315597,VEND0055,SKU00187,HYD-01,17-01-2025,21-01-2025,22-01-2025,58,101.12
PO315598,VEND0011,SKU00834,KOC-01,15-06-2025,19-06-2025,19-06-2025,59,26.19
PO315599,VEND0091,SKU01114,HYD-03,21-02-2025,02-03-2025,02-03-2025,72,32.27
PO315600,VEND0098,SKU00096,KOC-01,25-02-2025,01-03-2025,01-03-2025,61,138.92
PO315601,VEND0089,SKU01106,KOL-03,20-03-2025,23-03-2025,23-03-2025,63,20.76
PO315602,VEND0052,SKU00745,MUM-01,14-02-2025,17-02-2025,17-02-2025,58,69.37
PO315603,VEND0097,SKU00911,KOL-01,17-03-2025,24-03-2025,26-03-2025,65,137.36
PO315604,VEND0102,SKU00250,JAI-02,12-02-2025,15-02-2025,17-02-2025,60,106.1
PO315605,VEND0081,SKU00942,BEN-02,07-04-2025,14-04-2025,14-04-2025,59,31.44
PO315606,VEND0092,SKU00993,KOC-05,19-02-2025,21-02-2025,21-02-2025,66,67.27
PO315607,VEND0101,SKU00804,MUM-05,08-03-2025,13-03-2025,13-03-2025,44,29.04
PO315608,VEND0013,SKU01077,JAI-04,25-04-2025,05-01-2025,01-05-2025,65,48.66
PO315609,VEND0117,SKU00509,CHE-04,20-05-2025,26-05-2025,26-05-2025,52,157.24
PO315610,VEND0104,SKU00454,JAI-01,12-03-2025,15-03-2025,17-03-2025,65,45.96
PO315611,VEND0116,SKU00299,KOC-03,26-05-2025,28-05-2025,28-05-2025,50,36.05
PO315612,VEND0056,SKU01111,CHE-04,13-03-2025,21-03-2025,21-03-2025,54,86.73
PO315613,VEND0004,SKU00344,JAI-03,18-05-2025,21-05-2025,21-05-2025,62,112.94
PO315614,VEND0105,SKU00364,DEL-05,08-06-2025,13-06-2025,15-06-2025,62,70.23
PO315615,VEND0060,SKU00207,BEN-04,26-01-2025,04-02-2025,11-02-2025,61,81.85
PO315616,VEND0094,SKU00787,CHE-02,15-02-2025,23-02-2025,23-02-2025,52,82.74
PO315617,VEND0027,SKU00784,kol4,14-02-2025,21-02-2025,23-02-2025,59,102.09
PO315618,VEND0098,SKU00038,DEL-03,02-03-2025,06-03-2025,07-03-2025,63,85.15
PO315619,VEND0013,SKU01126,JAI-04,16-03-2025,22-03-2025,22-03-2025,59,107.02
PO315620,VEND0093,SKU00947,AHM-04,09-01-2025,18-01-2025,18-01-2025,49,75.56
PO315621,VEND0066,SKU00599,KOL-02,28-04-2025,04-05-2025,04-05-2025,56,78.85
PO315622,VEND0066,SKU00714,MUM-05,25-05-2025,28-05-2025,29-05-2025,47,72.87
PO315623,VEND0067,SKU00806,JAI-03,21-04-2025,23-04-2025,23-04-2025,40,126.12
PO315624,VEND0107,SKU00460,KOL-02,26-02-2025,04-03-2025,09-03-2025,66,83.81
PO315625,VEND0024,SKU00642,HYD-02,28-02-2025,09-03-2025,09-03-2025,65,101.61
PO315626,VEND0067,SKU00134,KOC-03,31-01-2025,04-02-2025,06-02-2025,58,98.36
PO315627,VEND0048,SKU00930,kol01,18-01-2025,27-01-2025,27-01-2025,62,154.92
PO315628,VEND0011,SKU00337,MUM-02,26-06-2025,28-06-2025,28-06-2025,56,143.1
PO315629,VEND0077,SKU00364,BEN-03,08-01-2025,11-01-2025,11-01-2025,57,68.81
PO315630,VEND0066,SKU00337,DEL04,17-03-2025,25-03-2025,27-03-2025,59,132.84
PO315631,VEND0044,SKU01198,HYD-05,23-05-2025,27-05-2025,27-05-2025,60,16.81
PO315632,VEND0090,SKU00579,KOC-02,18-02-2025,26-02-2025,27-02-2025,65,114.59
PO315633,VEND0037,SKU00346,JAI-04,16-01-2025,23-01-2025,25-01-2025,56,27.96
PO315634,VEND0118,SKU00358,BEN-02,18-06-2025,24-06-2025,24-06-2025,64,52.13
PO315635,VEND0066,SKU01173,CHE-02,01-06-2025,10-06-2025,11-06-2025,51,182.71
PO315636,VEND0045,SKU00606,CHE-05,01-02-2025,10-02-2025,10-02-2025,50,127.82
PO315637,VEND0022,SKU01086,MUM-01,17-04-2025,21-04-2025,21-04-2025,62,43.9
PO315638,VEND0069,SKU00924,pun02,27-03-2025,01-04-2025,01-04-2025,58,44.32
PO315639,VEND0061,SKU01104,PUN-04,27-03-2025,15-06-2025,15-06-2025,63,62.88
PO315640,VEND0069,SKU00860,KOC-01,16-06-2025,20-06-2025,20-06-2025,59,128.53
PO315641,VEND0072,SKU00058,BEN-02,20-02-2025,26-02-2025,26-02-2025,68,215.38
PO315642,VEND0110,SKU00754,DEL-03,27-06-2025,06-07-2025,06-07-2025,50,114.01
PO315643,VEND0116,SKU00245,KOC-01,27-01-2025,04-02-2025,04-02-2025,50,91.49
PO315644,VEND0090,SKU00820,CHE-05,30-04-2025,04-05-2025,04-05-2025,57,122.47
PO315645,VEND0089,SKU00960,DEL-05,27-02-2025,05-03-2025,05-03-2025,68,27.47
PO315646,VEND0047,SKU00009,AHM-02,27-06-2025,03-07-2025,08-07-2025,63,82.77
PO315647,VEND0052,SKU00279,AHM-05,21-04-2025,25-04-2025,27-04-2025,54,202
PO315648,VEND0102,SKU00656,DEL-01,01-03-2025,08-03-2025,08-03-2025,76,79.07
PO315649,VEND0059,SKU00162,PUN-03,23-03-2025,27-03-2025,01-04-2025,60,34.46
PO315650,VEND0106,SKU00179,MUM-03,11-01-2025,13-01-2025,13-01-2025,51,46.96
PO315651,VEND0079,SKU00738,JAI-03,19-01-2025,21-01-2025,21-01-2025,56,80.52
PO315652,VEND0115,SKU00012,AHM-02,19-03-2025,26-03-2025,29-03-2025,56,78.99
PO315653,VEND0084,SKU00854,HYD-04,28-06-2025,01-07-2025,04-07-2025,48,58.91
PO315654,VEND0101,SKU00828,KOC-03,09-03-2025,18-03-2025,19-03-2025,48,171.02
PO315655,VEND0094,SKU00666,KOC-01,12-03-2025,18-03-2025,18-03-2025,65,30.16
PO315656,VEND0048,SKU00742,CHE-04,23-02-2025,03-03-2025,03-03-2025,54,125.99
PO315657,VEND0022,SKU00750,KOC-05,13-03-2025,20-03-2025,22-03-2025,59,61.97
PO315658,VEND0044,SKU00069,KOL-01,25-03-2025,28-03-2025,02-04-2025,66,89.44
PO315659,VEND0017,SKU00942,kol01,27-05-2025,02-06-2025,02-06-2025,56,31.57
PO315660,VEND0096,SKU00034,DEL-01,30-06-2025,06-07-2025,06-07-2025,52,61.75
PO315661,VEND0120,SKU00420,PUN-02,26-06-2025,05-07-2025,05-07-2025,63,91.27
PO315662,VEND0033,SKU01011,KOC-01,24-05-2025,02-06-2025,02-06-2025,73,124.74
PO315663,VEND0017,SKU00889,PUN-04,16-04-2025,20-04-2025,21-04-2025,61,105.24
PO315664,VEND0016,SKU01096,JAI-03,16-04-2025,18-04-2025,19-04-2025,53,249.6
PO315665,VEND0036,SKU00089,JAI-02,15-06-2025,21-06-2025,22-06-2025,59,106.7
PO315666,VEND0042,SKU00483,PUN-02,27-06-2025,06-07-2025,07-07-2025,59,46.58
PO315667,VEND0049,SKU00025,BEN-05,05-01-2025,07-01-2025,07-01-2025,60,50.9
PO315668,VEND0024,SKU00579,KOC-02,05-05-2025,13-05-2025,13-05-2025,56,102.81
PO315669,VEND0088,SKU00523,BEN-02,23-03-2025,01-04-2025,01-04-2025,64,164.89
PO315670,VEND0099,SKU00160,MUM-02,01-05-2025,08-05-2025,11-05-2025,55,64.71
PO315671,VEND0015,SKU01132,CHE-04,05-01-2025,11-01-2025,11-01-2025,59,80.77
PO315672,VEND0099,SKU00842,KOC04,08-02-2025,15-02-2025,16-02-2025,76,144.7
PO315673,VEND0091,SKU00157,DEL-01,25-04-2025,04-05-2025,07-05-2025,58,55.25
PO315674,VEND0014,SKU00560,AHM-04,11-02-2025,13-02-2025,14-02-2025,66,198.23
PO315675,VEND0059,SKU00833,DEL-02,13-03-2025,19-03-2025,19-03-2025,65,82.07
PO315676,VEND0115,SKU00963,DEL-01,09-06-2025,17-06-2025,17-06-2025,57,28.95
PO315677,VEND0111,SKU00322,HYD-05,28-01-2025,03-02-2025,03-02-2025,61,163.81
PO315678,VEND0053,SKU01128,KOL-01,18-04-2025,20-04-2025,20-04-2025,61,75.46
PO315679,VEND0019,SKU00193,MUM-02,05-05-2025,09-05-2025,09-05-2025,56,101.81
PO315680,VEND0044,SKU00908,DEL02,15-05-2025,23-05-2025,23-05-2025,54,82.07
PO315681,VEND0029,SKU01028,MUM-04,01-03-2025,03-03-2025,03-03-2025,49,241.6
PO315682,VEND0119,SKU00943,BEN-04,20-04-2025,23-04-2025,25-04-2025,64,114.94
PO315683,VEND0047,SKU00651,HYD-05,07-03-2025,13-03-2025,13-03-2025,61,54.13
PO315684,VEND0104,SKU00262,MUM-01,24-05-2025,26-05-2025,26-05-2025,53,69.71
PO315685,VEND0033,SKU00630,CHE-02,04-06-2025,06-06-2025,07-06-2025,63,47.54
PO315686,VEND0106,SKU00639,AHM-02,01-02-2025,05-02-2025,05-02-2025,62,238.85
PO315687,VEND0040,SKU00639,MUM-02,09-06-2025,11-06-2025,11-06-2025,64,211.8
PO315688,VEND0083,SKU00656,JAI-05,13-01-2025,18-01-2025,18-01-2025,71,87.59
PO315689,VEND0037,SKU00966,KOC-02,13-05-2025,18-05-2025,18-05-2025,59,102.68
PO315690,VEND0065,SKU01005,CHE-01,26-01-2025,04-02-2025,09-02-2025,57,21.59
PO315691,VEND0027,SKU00496,CHE-03,08-03-2025,17-03-2025,17-03-2025,63,67.98
PO315692,VEND0062,SKU00988,HYD-03,03-04-2025,10-04-2025,15-04-2025,72,28.41
PO315693,VEND0103,SKU00700,MUM05,09-02-2025,18-02-2025,19-02-2025,61,63.17
PO315694,VEND0097,SKU01187,CHE-02,05-05-2025,08-05-2025,15-05-2025,57,198.02
PO315695,VEND0096,SKU00600,DEL-02,10-05-2025,15-05-2025,20-05-2025,63,71.05
PO315696,VEND0093,SKU00992,BEN-05,08-04-2025,14-04-2025,17-04-2025,61,55.89
PO315697,VEND0110,SKU00112,DEL-01,16-06-2025,21-06-2025,21-06-2025,65,26.8
PO315698,VEND0117,SKU00098,AHM-01,10-02-2025,16-02-2025,19-02-2025,71,106.07
PO315699,VEND0093,SKU00577,KOC-02,13-02-2025,22-02-2025,22-02-2025,57,122.33
PO315700,VEND0042,SKU00009,KOC-02,27-02-2025,01-03-2025,01-03-2025,53,81.36
PO315701,VEND0030,SKU00731,CHE-03,04-06-2025,13-06-2025,13-06-2025,61,62.74
PO315702,VEND0037,SKU00420,HYD-01,03-01-2025,11-01-2025,11-01-2025,50,83.12
PO315703,VEND0106,SKU00668,jai05,06-05-2025,14-05-2025,14-05-2025,57,91.78
PO315704,VEND0071,SKU01002,BEN-04,25-02-2025,04-03-2025,04-03-2025,60,102.33
PO315705,VEND0023,SKU00612,KOL-05,17-05-2025,22-05-2025,22-05-2025,66,95.08
PO315706,VEND0002,SKU00781,JAI-02,21-05-2025,24-05-2025,26-05-2025,58,226.58
PO315707,VEND0023,SKU01034,CHE-02,24-01-2025,28-01-2025,28-01-2025,50,68.98
PO315708,VEND0033,SKU00671,PUN-02,24-02-2025,28-02-2025,03-03-2025,58,78.74
PO315709,VEND0111,SKU00629,CHE-01,05-03-2025,07-03-2025,08-03-2025,73,24.66
PO315710,VEND0032,SKU00041,KOC-02,25-02-2025,01-03-2025,01-03-2025,62,117.21
PO315711,VEND0095,SKU00408,KOC-03,18-06-2025,25-06-2025,25-06-2025,77,107.37
PO315712,VEND0119,SKU00225,JAI-04,21-03-2025,25-03-2025,28-03-2025,69,89.36
PO315713,VEND0093,SKU00365,PUN-02,17-05-2025,22-05-2025,22-05-2025,60,30.58
PO315714,VEND0040,SKU00424,AHM05 ,25-05-2025,03-06-2025,03-06-2025,62,94.71
PO315715,VEND0035,SKU00214,JAI-02,01-04-2025,10-04-2025,13-04-2025,58,39.59
